id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,pass_switch,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,out,pass_cross,counterpress,foul_committed_advantage,foul_won_advantage,clearance_body_part_id,clearance_body_part_name,clearance_head,50_50_outcome_id,50_50_outcome_name,clearance_left_foot,pass_technique_id,pass_technique_name,pass_inswinging,clearance_aerial_won,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,foul_committed_card_id,foul_committed_card_name,shot_first_time,pass_through_ball,pass_no_touch,pass_cut_back,clearance_right_foot,pass_miscommunication,block_offensive,pass_deflected,miscontrol_aerial_won,pass_goal_assist,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,goalkeeper_punched_out,dribble_nutmeg,ball_recovery_recovery_failure,block_deflection,pass_outswinging,timestamp_seconds
81b9a5a5-19f5-46e1-9952-6f009a073322,11,1,00:00:06.558,0,6,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['e501a265-c6a9-45ef-8035-2082ef14c63d'],,"[88.6, 52.0]",8419.0,Duje Čop,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.558
1167c0cb-4251-44ab-a499-c158e93971b0,12,1,00:00:06.558,0,6,3,1.349145,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['6b9c6b43-dbd9-44ac-8bb9-7c0e08fd1689', 'e501a265-c6a9-45ef-8035-2082ef14c63d']",,"[34.6, 27.1]",6929.0,José Vicente Gómez Umpiérrez,11.0,Left Defensive Midfield,8440.0,Aythami Artiles Oliva,14.645477,2.389998,2.0,Low Pass,"[23.9, 37.1]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.558
6b9c6b43-dbd9-44ac-8bb9-7c0e08fd1689,13,1,00:00:07.907,0,7,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['1167c0cb-4251-44ab-a499-c158e93971b0'],,"[23.9, 37.1]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.907
70ea5c55-c9d8-416f-a967-60379349bbe5,14,1,00:00:07.907,0,7,3,0.661098,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['6b9c6b43-dbd9-44ac-8bb9-7c0e08fd1689', 'b147432b-4f0b-4d1c-9f35-bcd960e8162c']",,"[23.9, 37.1]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,"[24.1, 36.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.907
b147432b-4f0b-4d1c-9f35-bcd960e8162c,15,1,00:00:08.568,0,8,3,3.810711,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['e847f97b-2bd2-411a-936a-2865ed222e53'],,"[24.1, 36.5]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,8167.0,Sergio Ezequiel Araújo,46.951572,0.046873957,3.0,High Pass,"[71.0, 38.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.568
967a7949-013d-4560-a555-763f7f63a194,16,1,00:00:12.259,0,12,3,0.2,17,Pressure,208,Las Palmas,1,Regular Play,223,Málaga,,,"['94ae2813-12a6-4a09-9a1c-4097a059a7a8', 'e77eb0d1-0df8-4fe4-b742-014d0b818a60', 'e847f97b-2bd2-411a-936a-2865ed222e53']",,"[49.5, 42.4]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.259
e847f97b-2bd2-411a-936a-2865ed222e53,17,1,00:00:12.379,0,12,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['967a7949-013d-4560-a555-763f7f63a194', 'b147432b-4f0b-4d1c-9f35-bcd960e8162c']",,"[71.0, 38.7]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.379
e77eb0d1-0df8-4fe4-b742-014d0b818a60,18,1,00:00:12.379,0,12,3,0.04,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['94ae2813-12a6-4a09-9a1c-4097a059a7a8', '967a7949-013d-4560-a555-763f7f63a194', 'e847f97b-2bd2-411a-936a-2865ed222e53']",,"[71.0, 38.7]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,"[70.6, 37.7]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.379
94ae2813-12a6-4a09-9a1c-4097a059a7a8,19,1,00:00:12.419,0,12,3,0.0,38,Miscontrol,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['967a7949-013d-4560-a555-763f7f63a194'],,"[70.6, 37.7]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.419
85fd720a-4e87-4bf0-9bbc-e87480488386,20,1,00:00:13.497,0,13,3,0.355339,17,Pressure,208,Las Palmas,1,Regular Play,208,Las Palmas,,,,,"[67.5, 37.5]",6928.0,Pedro Taunausú Domínguez Placeres,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.497
881ce7da-d2c6-4c90-b3c2-544194424bc8,21,1,00:00:13.542,0,13,3,0.184037,17,Pressure,208,Las Palmas,1,Regular Play,208,Las Palmas,,,,,"[67.5, 37.5]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.542
e1763fd6-82db-4346-b4b3-18177d768ae4,22,1,00:00:13.887,0,13,3,1.814609,30,Pass,208,Las Palmas,1,Regular Play,223,Málaga,,,"['6d14aa57-da41-47f5-bae0-0a28cc8aff45', 'e36cf4bb-10e7-45d9-816b-304c096b47d1']",,"[52.6, 42.6]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,6740.0,Gonzalo Castro Irizábal,14.516542,-0.731791,3.0,High Pass,"[63.4, 32.9]",38.0,Left Foot,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.887
6d14aa57-da41-47f5-bae0-0a28cc8aff45,23,1,00:00:15.702,0,15,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,223,Málaga,,,['e1763fd6-82db-4346-b4b3-18177d768ae4'],,"[64.3, 27.9]",6740.0,Gonzalo Castro Irizábal,16.0,Left Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.702
e36cf4bb-10e7-45d9-816b-304c096b47d1,24,1,00:00:15.702,0,15,3,0.0,2,Ball Recovery,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['e1763fd6-82db-4346-b4b3-18177d768ae4'],,"[56.7, 47.2]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.702
112c880f-6870-4cba-ae03-99dab119c1cb,25,1,00:00:15.702,0,15,3,0.716749,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['0f3d771e-2c96-4c98-aab3-74d07e1a30f1', '74afe6e6-662e-41c2-8b19-9ba9f3f6c6d4', 'e36cf4bb-10e7-45d9-816b-304c096b47d1']",,"[56.7, 47.2]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,"[62.3, 51.8]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.702
0f3d771e-2c96-4c98-aab3-74d07e1a30f1,26,1,00:00:16.208,0,16,3,0.347272,17,Pressure,208,Las Palmas,1,Regular Play,223,Málaga,,,"['112c880f-6870-4cba-ae03-99dab119c1cb', '74afe6e6-662e-41c2-8b19-9ba9f3f6c6d4', 'e7a16399-d70e-4496-8d72-5f026a279c0e']",,"[59.2, 28.5]",6740.0,Gonzalo Castro Irizábal,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.208
74afe6e6-662e-41c2-8b19-9ba9f3f6c6d4,27,1,00:00:16.419,0,16,3,0.136234,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['0f3d771e-2c96-4c98-aab3-74d07e1a30f1', '9d77c5e9-e75f-4a06-bb57-ee1d861bac52', 'e7a16399-d70e-4496-8d72-5f026a279c0e']",,"[62.3, 51.8]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,6608.0,Nabil El Zhar,1.4142135,0.7853982,2.0,Low Pass,"[63.3, 52.8]",40.0,Right Foot,,,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.419
e7a16399-d70e-4496-8d72-5f026a279c0e,28,1,00:00:16.555,0,16,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['0f3d771e-2c96-4c98-aab3-74d07e1a30f1', '74afe6e6-662e-41c2-8b19-9ba9f3f6c6d4']",,"[64.1, 53.6]",6608.0,Nabil El Zhar,17.0,Right Wing,,,,,,,,,,,,,,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.555
9d77c5e9-e75f-4a06-bb57-ee1d861bac52,29,1,00:00:16.555,0,16,3,0.0,6,Block,208,Las Palmas,1,Regular Play,223,Málaga,,,['74afe6e6-662e-41c2-8b19-9ba9f3f6c6d4'],,"[56.8, 27.3]",6740.0,Gonzalo Castro Irizábal,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.555
8d3a3123-a019-4eee-93b9-e4a79aef993a,30,1,00:00:17.496,0,17,3,0.709131,17,Pressure,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['9a0637c5-f921-4050-9aa8-8be16f409d58', 'a1cc14c0-cd03-4af0-be08-9c8476f57c0e', 'a8a86a1b-7d3c-4435-b832-36b43b662ac5']",,"[67.8, 52.2]",6608.0,Nabil El Zhar,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.496
a1cc14c0-cd03-4af0-be08-9c8476f57c0e,31,1,00:00:17.584,0,17,3,0.0,2,Ball Recovery,208,Las Palmas,1,Regular Play,223,Málaga,,,['8d3a3123-a019-4eee-93b9-e4a79aef993a'],,"[52.3, 27.9]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.584
9a0637c5-f921-4050-9aa8-8be16f409d58,32,1,00:00:17.584,0,17,3,0.594122,43,Carry,208,Las Palmas,1,Regular Play,223,Málaga,,,"['8d3a3123-a019-4eee-93b9-e4a79aef993a', 'a1cc14c0-cd03-4af0-be08-9c8476f57c0e', 'a8a86a1b-7d3c-4435-b832-36b43b662ac5']",,"[52.3, 27.9]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,"[52.3, 27.9]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.584
a8a86a1b-7d3c-4435-b832-36b43b662ac5,33,1,00:00:18.178,0,18,3,1.586719,30,Pass,208,Las Palmas,1,Regular Play,223,Málaga,,,"['8b447a5c-07d0-4b6d-888a-3922eb9deb3b', '8d3a3123-a019-4eee-93b9-e4a79aef993a']",,"[52.3, 27.9]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,27335.0,Arthur Etienne Boka,15.640013,-2.315493,1.0,Ground Pass,"[41.7, 16.4]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.178
8b447a5c-07d0-4b6d-888a-3922eb9deb3b,34,1,00:00:19.765,0,19,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,223,Málaga,,,['a8a86a1b-7d3c-4435-b832-36b43b662ac5'],,"[41.7, 16.4]",27335.0,Arthur Etienne Boka,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.765
2934393d-5027-4f62-ad0b-438f8f5e7e98,35,1,00:00:19.765,0,19,3,0.799998,43,Carry,208,Las Palmas,1,Regular Play,223,Málaga,,,"['5b0f0551-f452-46ba-8780-e2b3e645b5df', '8b447a5c-07d0-4b6d-888a-3922eb9deb3b']",,"[41.7, 16.4]",27335.0,Arthur Etienne Boka,6.0,Left Back,,,,,,,,,,,,"[41.5, 9.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.765
5b0f0551-f452-46ba-8780-e2b3e645b5df,36,1,00:00:20.565,0,20,3,7.218805,30,Pass,208,Las Palmas,1,Regular Play,223,Málaga,,,['4027a7ff-2d5d-4325-b185-c5b5a62c5158'],,"[41.5, 9.7]",27335.0,Arthur Etienne Boka,6.0,Left Back,26783.0,Roque Luis Santa Cruz Cantero,78.61768,0.054722384,3.0,High Pass,"[120.0, 14.0]",38.0,Left Foot,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.565
